shift_id,restaurant_id,employee_id,employee_name,role,shift_start,shift_end,actual_start,actual_end,hours_worked,hourly_rate,shift_earnings,orders_handled,tips_received,performance_rating,notes
SHIFT10251,golden-spoon-001,EMP022,Employee 9,BARISTA,2025-11-13T06:00:00,2025-11-13T14:00:00,2025-11-13T06:07:00,2025-11-13T14:20:00,8.22,200,1643.33,0,0,4.3,
SHIFT10252,bean-brew-001,EMP046,Employee 23,CHEF,2025-10-06T14:00:00,2025-10-06T22:00:00,2025-10-06T13:50:00,2025-10-06T22:17:00,8.45,250,2112.5,77,0,4.5,On time
SHIFT10253,golden-spoon-001,EMP057,Employee 46,CASHIER,2025-10-25T18:00:00,2025-10-26T02:00:00,2025-10-25T18:06:00,2025-10-26T01:51:00,7.75,160,1240,0,0,3.6,Training new staff
SHIFT10254,sweet-delights-001,EMP003,Employee 28,BARISTA,2025-10-15T06:00:00,2025-10-15T14:00:00,2025-10-15T05:51:00,2025-10-15T13:50:00,7.98,200,1596.67,0,0,4.6,Handled rush hour well
SHIFT10255,burger-blvd-001,EMP017,Employee 86,SERVER,2025-12-08T06:00:00,2025-12-08T14:00:00,2025-12-08T05:57:00,2025-12-08T14:19:00,8.37,150,1255,52,93.31,3.6,Handled rush hour well
SHIFT10256,golden-spoon-001,EMP086,Employee 61,SERVER,2025-11-07T18:00:00,2025-11-08T02:00:00,2025-11-07T17:55:00,2025-11-08T02:03:00,8.13,150,1220,42,86.54,4.2,
SHIFT10257,bean-brew-001,EMP059,Employee 45,CASHIER,2025-10-20T18:00:00,2025-10-21T02:00:00,2025-10-20T18:07:00,2025-10-21T02:07:00,8,160,1280,0,0,4.8,Training new staff
SHIFT10258,sweet-delights-001,EMP069,Employee 80,KITCHEN_HELPER,2025-11-02T06:00:00,2025-11-02T14:00:00,2025-11-02T05:46:00,2025-11-02T14:15:00,8.48,130,1102.83,0,0,4.9,Handled rush hour well
SHIFT10259,burger-blvd-001,EMP010,Employee 87,DELIVERY_MANAGER,2025-11-27T18:00:00,2025-11-28T02:00:00,2025-11-27T17:58:00,2025-11-28T01:59:00,8.02,180,1443,0,0,3.7,Training new staff
SHIFT10260,golden-spoon-001,EMP003,Employee 74,BARISTA,2025-11-11T18:00:00,2025-11-12T02:00:00,2025-11-11T17:47:00,2025-11-12T01:57:00,8.17,200,1633.33,0,0,4.1,Training new staff
SHIFT10261,crust-crumble-001,EMP067,Employee 59,SERVER,2025-09-11T14:00:00,2025-09-11T22:00:00,2025-09-11T13:49:00,2025-09-11T22:18:00,8.48,150,1272.5,60,293.28,3.5,On time
SHIFT10262,burger-blvd-001,EMP040,Employee 45,CHEF,2025-10-27T18:00:00,2025-10-28T02:00:00,2025-10-27T18:09:00,2025-10-28T02:10:00,8.02,250,2004.17,78,0,3.6,
SHIFT10263,burger-blvd-001,EMP035,Employee 4,CASHIER,2025-10-07T18:00:00,2025-10-08T02:00:00,2025-10-07T18:05:00,2025-10-08T02:16:00,8.18,160,1309.33,0,0,4.8,Handled rush hour well
SHIFT10264,crust-crumble-001,EMP011,Employee 19,DELIVERY_MANAGER,2025-11-24T14:00:00,2025-11-24T22:00:00,2025-11-24T13:56:00,2025-11-24T21:55:00,7.98,180,1437,0,0,4.3,
SHIFT10265,noodle-nation-001,EMP010,Employee 16,KITCHEN_HELPER,2025-10-24T18:00:00,2025-10-25T02:00:00,2025-10-24T17:53:00,2025-10-25T02:16:00,8.38,130,1089.83,0,0,4.8,Training new staff
SHIFT10266,burger-blvd-001,EMP086,Employee 92,SERVER,2025-10-23T18:00:00,2025-10-24T02:00:00,2025-10-23T17:51:00,2025-10-24T01:58:00,8.12,150,1217.5,29,426.22,4.7,On time
SHIFT10267,golden-spoon-001,EMP009,Employee 37,CASHIER,2025-09-23T06:00:00,2025-09-23T14:00:00,2025-09-23T06:07:00,2025-09-23T14:07:00,8,160,1280,0,0,4.5,Handled rush hour well
SHIFT10268,golden-spoon-001,EMP040,Employee 19,CASHIER,2025-11-16T18:00:00,2025-11-17T02:00:00,2025-11-16T17:50:00,2025-11-17T02:02:00,8.2,160,1312,0,0,4.8,On time
SHIFT10269,bean-brew-001,EMP097,Employee 82,DELIVERY_MANAGER,2025-09-28T06:00:00,2025-09-28T14:00:00,2025-09-28T06:06:00,2025-09-28T13:50:00,7.73,180,1392,0,0,3.6,On time
SHIFT10270,sweet-delights-001,EMP029,Employee 23,CHEF,2025-09-10T14:00:00,2025-09-10T22:00:00,2025-09-10T13:55:00,2025-09-10T22:10:00,8.25,250,2062.5,20,0,4.5,
SHIFT10271,crust-crumble-001,EMP078,Employee 31,DELIVERY_MANAGER,2025-10-19T14:00:00,2025-10-19T22:00:00,2025-10-19T14:04:00,2025-10-19T21:58:00,7.9,180,1422,0,0,4.9,On time
SHIFT10272,sweet-delights-001,EMP086,Employee 55,BARISTA,2025-12-07T14:00:00,2025-12-07T22:00:00,2025-12-07T14:03:00,2025-12-07T22:18:00,8.25,200,1650,0,0,4.5,
SHIFT10273,noodle-nation-001,EMP037,Employee 87,BARISTA,2025-11-16T14:00:00,2025-11-16T22:00:00,2025-11-16T13:58:00,2025-11-16T21:57:00,7.98,200,1596.67,0,0,4.6,Training new staff
SHIFT10274,noodle-nation-001,EMP013,Employee 92,DELIVERY_MANAGER,2025-09-27T18:00:00,2025-09-28T02:00:00,2025-09-27T17:48:00,2025-09-28T02:14:00,8.43,180,1518,0,0,4.6,On time
SHIFT10275,noodle-nation-001,EMP010,Employee 90,SERVER,2025-11-08T06:00:00,2025-11-08T14:00:00,2025-11-08T05:49:00,2025-11-08T14:09:00,8.33,150,1250,16,399.21,4.1,
SHIFT10276,golden-spoon-001,EMP044,Employee 16,CHEF,2025-11-22T18:00:00,2025-11-23T02:00:00,2025-11-22T18:01:00,2025-11-23T02:09:00,8.13,250,2033.33,65,0,4.3,Training new staff
SHIFT10277,golden-spoon-001,EMP021,Employee 55,CHEF,2025-11-17T18:00:00,2025-11-18T02:00:00,2025-11-17T18:06:00,2025-11-18T02:12:00,8.1,250,2025,67,0,3.6,Training new staff
SHIFT10278,golden-spoon-001,EMP095,Employee 83,SERVER,2025-10-09T14:00:00,2025-10-09T22:00:00,2025-10-09T13:49:00,2025-10-09T22:09:00,8.33,150,1250,36,278.82,5,On time
SHIFT10279,bean-brew-001,EMP001,Employee 19,KITCHEN_HELPER,2025-09-13T18:00:00,2025-09-14T02:00:00,2025-09-13T17:58:00,2025-09-14T02:19:00,8.35,130,1085.5,0,0,3.8,
SHIFT10280,crust-crumble-001,EMP084,Employee 9,DELIVERY_MANAGER,2025-10-28T06:00:00,2025-10-28T14:00:00,2025-10-28T05:46:00,2025-10-28T14:15:00,8.48,180,1527,0,0,4.6,Training new staff
SHIFT10281,golden-spoon-001,EMP056,Employee 90,CHEF,2025-09-15T14:00:00,2025-09-15T22:00:00,2025-09-15T13:46:00,2025-09-15T22:07:00,8.35,250,2087.5,69,0,4.1,Training new staff
SHIFT10282,golden-spoon-001,EMP008,Employee 29,DELIVERY_MANAGER,2025-09-17T06:00:00,2025-09-17T14:00:00,2025-09-17T05:47:00,2025-09-17T13:59:00,8.2,180,1476,0,0,4.4,
SHIFT10283,bean-brew-001,EMP014,Employee 83,KITCHEN_HELPER,2025-11-03T18:00:00,2025-11-04T02:00:00,2025-11-03T18:03:00,2025-11-04T01:50:00,7.78,130,1011.83,0,0,4.7,Handled rush hour well
SHIFT10284,crust-crumble-001,EMP064,Employee 79,CASHIER,2025-10-06T06:00:00,2025-10-06T14:00:00,2025-10-06T05:45:00,2025-10-06T14:05:00,8.33,160,1333.33,0,0,4.4,
SHIFT10285,burger-blvd-001,EMP026,Employee 30,SERVER,2025-10-08T06:00:00,2025-10-08T14:00:00,2025-10-08T05:49:00,2025-10-08T13:56:00,8.12,150,1217.5,17,231.23,4.5,
SHIFT10286,crust-crumble-001,EMP037,Employee 22,BARISTA,2025-10-10T18:00:00,2025-10-11T02:00:00,2025-10-10T17:49:00,2025-10-11T02:18:00,8.48,200,1696.67,0,0,4.2,
SHIFT10287,bean-brew-001,EMP035,Employee 11,CASHIER,2025-11-12T14:00:00,2025-11-12T22:00:00,2025-11-12T13:46:00,2025-11-12T21:58:00,8.2,160,1312,0,0,4.4,On time
SHIFT10288,bean-brew-001,EMP014,Employee 5,CHEF,2025-09-30T18:00:00,2025-10-01T02:00:00,2025-09-30T18:08:00,2025-10-01T02:06:00,7.97,250,1991.67,40,0,4.3,Training new staff
SHIFT10289,sweet-delights-001,EMP034,Employee 12,CASHIER,2025-11-19T18:00:00,2025-11-20T02:00:00,2025-11-19T17:47:00,2025-11-20T02:12:00,8.42,160,1346.67,0,0,5,
SHIFT10290,sweet-delights-001,EMP077,Employee 33,BARISTA,2025-09-22T14:00:00,2025-09-22T22:00:00,2025-09-22T14:10:00,2025-09-22T22:02:00,7.87,200,1573.33,0,0,3.8,Training new staff
SHIFT10291,bean-brew-001,EMP060,Employee 91,SERVER,2025-10-28T18:00:00,2025-10-29T02:00:00,2025-10-28T17:46:00,2025-10-29T02:08:00,8.37,150,1255,75,344.56,4.7,Handled rush hour well
SHIFT10292,sweet-delights-001,EMP011,Employee 75,SERVER,2025-11-28T14:00:00,2025-11-28T22:00:00,2025-11-28T13:49:00,2025-11-28T22:11:00,8.37,150,1255,68,304.65,4.2,Handled rush hour well
SHIFT10293,golden-spoon-001,EMP078,Employee 60,CASHIER,2025-11-09T06:00:00,2025-11-09T14:00:00,2025-11-09T06:10:00,2025-11-09T14:20:00,8.17,160,1306.67,0,0,4.9,Training new staff
SHIFT10294,sweet-delights-001,EMP053,Employee 31,DELIVERY_MANAGER,2025-11-15T18:00:00,2025-11-16T02:00:00,2025-11-15T18:00:00,2025-11-16T02:00:00,8,180,1440,0,0,4.2,On time
SHIFT10295,golden-spoon-001,EMP045,Employee 53,DELIVERY_MANAGER,2025-11-27T06:00:00,2025-11-27T14:00:00,2025-11-27T05:56:00,2025-11-27T14:02:00,8.1,180,1458,0,0,3.9,On time
SHIFT10296,bean-brew-001,EMP034,Employee 98,DELIVERY_MANAGER,2025-11-26T18:00:00,2025-11-27T02:00:00,2025-11-26T17:55:00,2025-11-27T02:20:00,8.42,180,1515,0,0,5,Handled rush hour well
SHIFT10297,sweet-delights-001,EMP004,Employee 64,DELIVERY_MANAGER,2025-10-03T06:00:00,2025-10-03T14:00:00,2025-10-03T06:02:00,2025-10-03T14:15:00,8.22,180,1479,0,0,4.8,Handled rush hour well
SHIFT10298,noodle-nation-001,EMP028,Employee 22,CHEF,2025-09-28T14:00:00,2025-09-28T22:00:00,2025-09-28T13:52:00,2025-09-28T22:10:00,8.3,250,2075,71,0,4.2,Training new staff
SHIFT10299,golden-spoon-001,EMP062,Employee 71,CHEF,2025-11-27T18:00:00,2025-11-28T02:00:00,2025-11-27T17:56:00,2025-11-28T02:13:00,8.28,250,2070.83,28,0,4.6,Handled rush hour well
SHIFT10300,crust-crumble-001,EMP019,Employee 45,SERVER,2025-12-01T18:00:00,2025-12-02T02:00:00,2025-12-01T18:00:00,2025-12-02T02:07:00,8.12,150,1217.5,35,456.89,4.5,On time
SHIFT10301,crust-crumble-001,EMP030,Employee 69,CHEF,2025-10-26T18:00:00,2025-10-27T02:00:00,2025-10-26T17:45:00,2025-10-27T02:18:00,8.55,250,2137.5,57,0,4.9,Training new staff
SHIFT10302,burger-blvd-001,EMP031,Employee 60,CASHIER,2025-09-17T06:00:00,2025-09-17T14:00:00,2025-09-17T06:01:00,2025-09-17T14:09:00,8.13,160,1301.33,0,0,4.7,
SHIFT10303,golden-spoon-001,EMP009,Employee 30,DELIVERY_MANAGER,2025-11-20T14:00:00,2025-11-20T22:00:00,2025-11-20T14:08:00,2025-11-20T22:06:00,7.97,180,1434,0,0,4.5,Handled rush hour well
SHIFT10304,crust-crumble-001,EMP100,Employee 79,SERVER,2025-12-06T06:00:00,2025-12-06T14:00:00,2025-12-06T06:08:00,2025-12-06T14:08:00,8,150,1200,16,305.56,4.3,Handled rush hour well
SHIFT10305,bean-brew-001,EMP057,Employee 86,BARISTA,2025-09-26T14:00:00,2025-09-26T22:00:00,2025-09-26T14:09:00,2025-09-26T22:01:00,7.87,200,1573.33,0,0,4.4,Handled rush hour well
SHIFT10306,bean-brew-001,EMP046,Employee 18,DELIVERY_MANAGER,2025-12-09T06:00:00,2025-12-09T14:00:00,2025-12-09T05:56:00,2025-12-09T13:52:00,7.93,180,1428,0,0,3.9,On time
SHIFT10307,sweet-delights-001,EMP076,Employee 45,CHEF,2025-10-26T06:00:00,2025-10-26T14:00:00,2025-10-26T05:51:00,2025-10-26T13:52:00,8.02,250,2004.17,59,0,4.2,On time
SHIFT10308,crust-crumble-001,EMP050,Employee 98,KITCHEN_HELPER,2025-09-20T18:00:00,2025-09-21T02:00:00,2025-09-20T18:07:00,2025-09-21T02:20:00,8.22,130,1068.17,0,0,3.9,Handled rush hour well
SHIFT10309,sweet-delights-001,EMP006,Employee 97,KITCHEN_HELPER,2025-12-02T06:00:00,2025-12-02T14:00:00,2025-12-02T05:58:00,2025-12-02T14:02:00,8.07,130,1048.67,0,0,4.6,Handled rush hour well
SHIFT10310,golden-spoon-001,EMP072,Employee 99,KITCHEN_HELPER,2025-11-14T06:00:00,2025-11-14T14:00:00,2025-11-14T05:46:00,2025-11-14T14:03:00,8.28,130,1076.83,0,0,4.7,Handled rush hour well
SHIFT10311,burger-blvd-001,EMP088,Employee 25,CHEF,2025-10-21T14:00:00,2025-10-21T22:00:00,2025-10-21T14:10:00,2025-10-21T22:03:00,7.88,250,1970.83,62,0,3.5,Handled rush hour well
SHIFT10312,burger-blvd-001,EMP079,Employee 26,BARISTA,2025-10-31T14:00:00,2025-10-31T22:00:00,2025-10-31T13:54:00,2025-10-31T21:53:00,7.98,200,1596.67,0,0,4.4,
SHIFT10313,crust-crumble-001,EMP065,Employee 8,KITCHEN_HELPER,2025-10-14T14:00:00,2025-10-14T22:00:00,2025-10-14T13:53:00,2025-10-14T22:08:00,8.25,130,1072.5,0,0,4.8,
SHIFT10314,bean-brew-001,EMP033,Employee 18,KITCHEN_HELPER,2025-10-20T14:00:00,2025-10-20T22:00:00,2025-10-20T13:46:00,2025-10-20T22:17:00,8.52,130,1107.17,0,0,4.8,
SHIFT10315,noodle-nation-001,EMP035,Employee 74,CHEF,2025-11-22T18:00:00,2025-11-23T02:00:00,2025-11-22T18:08:00,2025-11-23T02:07:00,7.98,250,1995.83,18,0,4.6,On time
SHIFT10316,sweet-delights-001,EMP072,Employee 2,CASHIER,2025-12-05T18:00:00,2025-12-06T02:00:00,2025-12-05T17:46:00,2025-12-06T02:08:00,8.37,160,1338.67,0,0,3.7,
SHIFT10317,crust-crumble-001,EMP081,Employee 79,BARISTA,2025-11-30T06:00:00,2025-11-30T14:00:00,2025-11-30T05:49:00,2025-11-30T14:03:00,8.23,200,1646.67,0,0,4.9,
SHIFT10318,sweet-delights-001,EMP023,Employee 8,CASHIER,2025-11-16T18:00:00,2025-11-17T02:00:00,2025-11-16T18:03:00,2025-11-17T02:07:00,8.07,160,1290.67,0,0,3.5,
SHIFT10319,bean-brew-001,EMP025,Employee 94,DELIVERY_MANAGER,2025-10-04T18:00:00,2025-10-05T02:00:00,2025-10-04T17:53:00,2025-10-05T02:09:00,8.27,180,1488,0,0,4.8,On time
SHIFT10320,crust-crumble-001,EMP092,Employee 77,KITCHEN_HELPER,2025-11-20T18:00:00,2025-11-21T02:00:00,2025-11-20T17:57:00,2025-11-21T02:00:00,8.05,130,1046.5,0,0,4.6,
SHIFT10321,bean-brew-001,EMP072,Employee 65,KITCHEN_HELPER,2025-09-29T14:00:00,2025-09-29T22:00:00,2025-09-29T14:08:00,2025-09-29T21:53:00,7.75,130,1007.5,0,0,4.8,On time
SHIFT10322,burger-blvd-001,EMP037,Employee 27,CASHIER,2025-10-11T06:00:00,2025-10-11T14:00:00,2025-10-11T06:03:00,2025-10-11T14:15:00,8.2,160,1312,0,0,5,
SHIFT10323,golden-spoon-001,EMP035,Employee 78,CHEF,2025-11-15T06:00:00,2025-11-15T14:00:00,2025-11-15T05:50:00,2025-11-15T13:56:00,8.1,250,2025,77,0,4.7,Handled rush hour well
SHIFT10324,golden-spoon-001,EMP086,Employee 57,CASHIER,2025-11-05T06:00:00,2025-11-05T14:00:00,2025-11-05T06:00:00,2025-11-05T13:52:00,7.87,160,1258.67,0,0,3.7,Training new staff
SHIFT10325,noodle-nation-001,EMP083,Employee 53,CASHIER,2025-09-15T18:00:00,2025-09-16T02:00:00,2025-09-15T17:45:00,2025-09-16T02:06:00,8.35,160,1336,0,0,4.8,On time
SHIFT10326,sweet-delights-001,EMP083,Employee 42,SERVER,2025-09-14T06:00:00,2025-09-14T14:00:00,2025-09-14T05:48:00,2025-09-14T14:05:00,8.28,150,1242.5,37,144.34,4.1,Training new staff
SHIFT10327,crust-crumble-001,EMP077,Employee 70,DELIVERY_MANAGER,2025-10-06T06:00:00,2025-10-06T14:00:00,2025-10-06T05:48:00,2025-10-06T14:14:00,8.43,180,1518,0,0,4.1,Training new staff
SHIFT10328,noodle-nation-001,EMP087,Employee 70,SERVER,2025-12-08T18:00:00,2025-12-09T02:00:00,2025-12-08T17:51:00,2025-12-09T02:03:00,8.2,150,1230,13,360.22,4,Training new staff
SHIFT10329,golden-spoon-001,EMP092,Employee 90,BARISTA,2025-09-27T14:00:00,2025-09-27T22:00:00,2025-09-27T13:57:00,2025-09-27T22:20:00,8.38,200,1676.67,0,0,4.7,Handled rush hour well
SHIFT10330,sweet-delights-001,EMP019,Employee 24,CASHIER,2025-10-24T18:00:00,2025-10-25T02:00:00,2025-10-24T17:58:00,2025-10-25T02:05:00,8.12,160,1298.67,0,0,4.5,
SHIFT10331,burger-blvd-001,EMP053,Employee 97,CHEF,2025-10-30T18:00:00,2025-10-31T02:00:00,2025-10-30T17:46:00,2025-10-31T02:11:00,8.42,250,2104.17,44,0,3.6,Training new staff
SHIFT10332,crust-crumble-001,EMP092,Employee 84,SERVER,2025-12-05T14:00:00,2025-12-05T22:00:00,2025-12-05T13:54:00,2025-12-05T22:06:00,8.2,150,1230,37,416.3,4.2,On time
SHIFT10333,sweet-delights-001,EMP018,Employee 1,KITCHEN_HELPER,2025-10-03T18:00:00,2025-10-04T02:00:00,2025-10-03T17:50:00,2025-10-04T01:54:00,8.07,130,1048.67,0,0,3.5,Training new staff
SHIFT10334,sweet-delights-001,EMP081,Employee 25,KITCHEN_HELPER,2025-11-14T14:00:00,2025-11-14T22:00:00,2025-11-14T14:02:00,2025-11-14T22:10:00,8.13,130,1057.33,0,0,4.3,Handled rush hour well
SHIFT10335,crust-crumble-001,EMP099,Employee 84,DELIVERY_MANAGER,2025-11-17T06:00:00,2025-11-17T14:00:00,2025-11-17T05:54:00,2025-11-17T13:51:00,7.95,180,1431,0,0,4.5,Training new staff
SHIFT10336,bean-brew-001,EMP026,Employee 75,CHEF,2025-10-13T18:00:00,2025-10-14T02:00:00,2025-10-13T17:59:00,2025-10-14T01:52:00,7.88,250,1970.83,76,0,4.1,Training new staff
SHIFT10337,bean-brew-001,EMP070,Employee 42,SERVER,2025-10-28T14:00:00,2025-10-28T22:00:00,2025-10-28T14:07:00,2025-10-28T22:07:00,8,150,1200,55,424.99,3.7,
SHIFT10338,golden-spoon-001,EMP057,Employee 58,SERVER,2025-11-03T06:00:00,2025-11-03T14:00:00,2025-11-03T05:46:00,2025-11-03T13:50:00,8.07,150,1210,27,219.5,3.6,Training new staff
SHIFT10339,noodle-nation-001,EMP001,Employee 45,SERVER,2025-10-16T06:00:00,2025-10-16T14:00:00,2025-10-16T05:54:00,2025-10-16T14:10:00,8.27,150,1240,67,249.22,3.6,Training new staff
SHIFT10340,golden-spoon-001,EMP081,Employee 73,CASHIER,2025-10-20T18:00:00,2025-10-21T02:00:00,2025-10-20T17:50:00,2025-10-21T02:05:00,8.25,160,1320,0,0,4.1,
SHIFT10341,sweet-delights-001,EMP091,Employee 52,SERVER,2025-09-23T18:00:00,2025-09-24T02:00:00,2025-09-23T17:53:00,2025-09-24T02:04:00,8.18,150,1227.5,12,101.19,4.4,On time
SHIFT10342,golden-spoon-001,EMP024,Employee 32,BARISTA,2025-11-01T06:00:00,2025-11-01T14:00:00,2025-11-01T06:00:00,2025-11-01T14:15:00,8.25,200,1650,0,0,4.1,On time
SHIFT10343,crust-crumble-001,EMP072,Employee 59,CHEF,2025-10-25T14:00:00,2025-10-25T22:00:00,2025-10-25T13:47:00,2025-10-25T22:10:00,8.38,250,2095.83,27,0,4.9,Training new staff
SHIFT10344,crust-crumble-001,EMP043,Employee 69,DELIVERY_MANAGER,2025-10-30T14:00:00,2025-10-30T22:00:00,2025-10-30T13:59:00,2025-10-30T22:20:00,8.35,180,1503,0,0,4.8,Handled rush hour well
SHIFT10345,sweet-delights-001,EMP074,Employee 10,CHEF,2025-12-04T06:00:00,2025-12-04T14:00:00,2025-12-04T05:45:00,2025-12-04T14:16:00,8.52,250,2129.17,38,0,4.1,On time
SHIFT10346,burger-blvd-001,EMP064,Employee 82,SERVER,2025-09-22T14:00:00,2025-09-22T22:00:00,2025-09-22T13:56:00,2025-09-22T22:08:00,8.2,150,1230,10,253.76,4.3,Training new staff
SHIFT10347,bean-brew-001,EMP015,Employee 76,DELIVERY_MANAGER,2025-10-29T14:00:00,2025-10-29T22:00:00,2025-10-29T13:54:00,2025-10-29T21:59:00,8.08,180,1455,0,0,3.7,On time
SHIFT10348,noodle-nation-001,EMP017,Employee 72,SERVER,2025-10-03T06:00:00,2025-10-03T14:00:00,2025-10-03T05:59:00,2025-10-03T14:04:00,8.08,150,1212.5,59,114.57,4.9,On time
SHIFT10349,sweet-delights-001,EMP016,Employee 66,KITCHEN_HELPER,2025-10-25T18:00:00,2025-10-26T02:00:00,2025-10-25T18:06:00,2025-10-26T02:07:00,8.02,130,1042.17,0,0,4.2,On time
SHIFT10350,sweet-delights-001,EMP095,Employee 89,SERVER,2025-10-05T14:00:00,2025-10-05T22:00:00,2025-10-05T13:53:00,2025-10-05T22:14:00,8.35,150,1252.5,67,82.47,4.3,Handled rush hour well
SHIFT10351,bean-brew-001,EMP099,Employee 35,KITCHEN_HELPER,2025-10-10T14:00:00,2025-10-10T22:00:00,2025-10-10T13:47:00,2025-10-10T22:12:00,8.42,130,1094.17,0,0,3.7,Training new staff
SHIFT10352,burger-blvd-001,EMP059,Employee 73,KITCHEN_HELPER,2025-12-08T14:00:00,2025-12-08T22:00:00,2025-12-08T14:08:00,2025-12-08T22:20:00,8.2,130,1066,0,0,4.8,Training new staff
SHIFT10353,sweet-delights-001,EMP011,Employee 5,CASHIER,2025-11-29T18:00:00,2025-11-30T02:00:00,2025-11-29T18:10:00,2025-11-30T02:12:00,8.03,160,1285.33,0,0,4,Training new staff
SHIFT10354,golden-spoon-001,EMP096,Employee 55,CHEF,2025-09-30T14:00:00,2025-09-30T22:00:00,2025-09-30T13:51:00,2025-09-30T21:51:00,8,250,2000,47,0,4.2,Handled rush hour well
SHIFT10355,sweet-delights-001,EMP008,Employee 87,SERVER,2025-09-10T14:00:00,2025-09-10T22:00:00,2025-09-10T14:01:00,2025-09-10T22:15:00,8.23,150,1235,66,309.35,3.8,Handled rush hour well
SHIFT10356,sweet-delights-001,EMP099,Employee 49,DELIVERY_MANAGER,2025-12-03T06:00:00,2025-12-03T14:00:00,2025-12-03T06:08:00,2025-12-03T14:04:00,7.93,180,1428,0,0,4,Handled rush hour well
SHIFT10357,bean-brew-001,EMP068,Employee 92,CHEF,2025-11-20T14:00:00,2025-11-20T22:00:00,2025-11-20T13:48:00,2025-11-20T22:02:00,8.23,250,2058.33,62,0,3.7,Handled rush hour well
SHIFT10358,crust-crumble-001,EMP042,Employee 92,BARISTA,2025-10-03T06:00:00,2025-10-03T14:00:00,2025-10-03T06:07:00,2025-10-03T13:59:00,7.87,200,1573.33,0,0,4.4,Handled rush hour well
SHIFT10359,sweet-delights-001,EMP035,Employee 60,BARISTA,2025-09-18T18:00:00,2025-09-19T02:00:00,2025-09-18T18:05:00,2025-09-19T02:10:00,8.08,200,1616.67,0,0,3.9,Training new staff
SHIFT10360,bean-brew-001,EMP097,Employee 40,DELIVERY_MANAGER,2025-09-11T06:00:00,2025-09-11T14:00:00,2025-09-11T05:58:00,2025-09-11T14:04:00,8.1,180,1458,0,0,4.5,Handled rush hour well
SHIFT10361,golden-spoon-001,EMP004,Employee 99,CASHIER,2025-10-11T14:00:00,2025-10-11T22:00:00,2025-10-11T13:45:00,2025-10-11T21:54:00,8.15,160,1304,0,0,4.9,
SHIFT10362,burger-blvd-001,EMP085,Employee 44,DELIVERY_MANAGER,2025-10-02T14:00:00,2025-10-02T22:00:00,2025-10-02T14:07:00,2025-10-02T21:59:00,7.87,180,1416,0,0,5,Handled rush hour well
SHIFT10363,sweet-delights-001,EMP029,Employee 63,CHEF,2025-11-17T18:00:00,2025-11-18T02:00:00,2025-11-17T18:07:00,2025-11-18T02:13:00,8.1,250,2025,19,0,4.6,On time
SHIFT10364,crust-crumble-001,EMP090,Employee 67,DELIVERY_MANAGER,2025-10-19T14:00:00,2025-10-19T22:00:00,2025-10-19T14:05:00,2025-10-19T22:18:00,8.22,180,1479,0,0,3.5,Training new staff
SHIFT10365,burger-blvd-001,EMP059,Employee 13,SERVER,2025-09-17T14:00:00,2025-09-17T22:00:00,2025-09-17T13:49:00,2025-09-17T22:11:00,8.37,150,1255,23,85.91,4.7,Training new staff
SHIFT10366,sweet-delights-001,EMP055,Employee 18,DELIVERY_MANAGER,2025-09-14T06:00:00,2025-09-14T14:00:00,2025-09-14T05:46:00,2025-09-14T14:14:00,8.47,180,1524,0,0,4.4,
SHIFT10367,noodle-nation-001,EMP088,Employee 7,DELIVERY_MANAGER,2025-11-12T14:00:00,2025-11-12T22:00:00,2025-11-12T13:56:00,2025-11-12T22:16:00,8.33,180,1500,0,0,3.5,On time
SHIFT10368,bean-brew-001,EMP040,Employee 79,BARISTA,2025-12-03T06:00:00,2025-12-03T14:00:00,2025-12-03T05:48:00,2025-12-03T14:18:00,8.5,200,1700,0,0,3.9,Handled rush hour well
SHIFT10369,crust-crumble-001,EMP072,Employee 70,BARISTA,2025-09-25T14:00:00,2025-09-25T22:00:00,2025-09-25T13:48:00,2025-09-25T22:18:00,8.5,200,1700,0,0,4.6,Training new staff
SHIFT10370,bean-brew-001,EMP091,Employee 32,SERVER,2025-10-26T18:00:00,2025-10-27T02:00:00,2025-10-26T17:57:00,2025-10-27T01:51:00,7.9,150,1185,71,269.48,4.5,Handled rush hour well
SHIFT10371,golden-spoon-001,EMP091,Employee 18,SERVER,2025-10-25T06:00:00,2025-10-25T14:00:00,2025-10-25T05:51:00,2025-10-25T14:02:00,8.18,150,1227.5,35,432.71,4.1,Handled rush hour well
SHIFT10372,noodle-nation-001,EMP064,Employee 48,KITCHEN_HELPER,2025-10-11T14:00:00,2025-10-11T22:00:00,2025-10-11T13:54:00,2025-10-11T22:20:00,8.43,130,1096.33,0,0,4.3,On time
SHIFT10373,noodle-nation-001,EMP010,Employee 55,SERVER,2025-10-13T06:00:00,2025-10-13T14:00:00,2025-10-13T05:59:00,2025-10-13T13:55:00,7.93,150,1190,16,183.99,4.3,Handled rush hour well
SHIFT10374,sweet-delights-001,EMP096,Employee 52,BARISTA,2025-11-17T06:00:00,2025-11-17T14:00:00,2025-11-17T05:54:00,2025-11-17T14:16:00,8.37,200,1673.33,0,0,3.7,Training new staff
SHIFT10375,golden-spoon-001,EMP025,Employee 48,BARISTA,2025-09-15T14:00:00,2025-09-15T22:00:00,2025-09-15T13:48:00,2025-09-15T22:15:00,8.45,200,1690,0,0,3.5,On time
