order_id,restaurant_id,customer_id,order_channel,order_type,created_at,status,payment_method,payment_status,subtotal,tax,delivery_fee,discount,tip_amount,total_amount,delivery_time_min,is_on_time,customer_rating,items_count,time_slot,is_weekend,is_holiday
ORD16759,sweet-delights-001,CUST5256,DRIVE_THRU,TAKEAWAY,2025-11-01T09:06:42,COMPLETED,CASH,SUCCESS,332,33.2,0,20.3,0,390.59,0,TRUE,5,4,BREAKFAST,TRUE,TRUE
ORD16760,burger-blvd-001,CUST5441,DINE_IN,DINE_IN,2025-11-01T15:54:06,COMPLETED,CARD,SUCCESS,377.88,37.79,0,58.21,0,444.56,0,FALSE,5,6,LUNCH,TRUE,TRUE
ORD16761,sweet-delights-002,CUST5372,WEBSITE,DELIVERY,2025-11-01T02:47:17,COMPLETED,WALLET,SUCCESS,354.4,35.44,34,41.64,82.89,416.94,30,TRUE,4,6,LATE_NIGHT,TRUE,TRUE
ORD16762,bean-brew-001,CUST5401,TAKEAWAY,DINE_IN,2025-11-01T19:53:55,COMPLETED,WALLET,SUCCESS,91.66,9.17,0,1.53,0,107.84,0,TRUE,4,1,DINNER,TRUE,TRUE
ORD16763,sweet-delights-001,CUST5113,DINE_IN,DINE_IN,2025-11-01T19:12:25,COMPLETED,WALLET,SUCCESS,212.61,21.26,0,41.99,0,250.12,0,TRUE,4,3,DINNER,TRUE,TRUE
ORD16764,burger-blvd-001,CUST5385,ZOMATO,DELIVERY,2025-11-01T20:11:30,COMPLETED,WALLET,SUCCESS,291.8,29.18,70,2.78,24.02,343.29,25,FALSE,4,3,DINNER,TRUE,TRUE
ORD16765,sweet-delights-002,CUST5357,DRIVE_THRU,TAKEAWAY,2025-11-01T10:29:20,CANCELLED,UPI,FAILED,85,8.5,0,14.95,0,100,0,FALSE,,4,BREAKFAST,TRUE,TRUE
ORD16766,crust-crumble-001,CUST5222,SWIGGY,DELIVERY,2025-11-01T13:44:01,COMPLETED,CASH,SUCCESS,568.76,56.88,57,87.62,44.94,669.13,39,FALSE,5,5,LUNCH,TRUE,TRUE
ORD16767,sweet-delights-001,CUST5219,SWIGGY,DELIVERY,2025-11-01T22:55:53,COMPLETED,UPI,SUCCESS,370.06,37.01,41,50.94,21.67,435.37,16,FALSE,4,6,DINNER,TRUE,TRUE
ORD16768,bean-brew-001,CUST5125,DINE_IN,DINE_IN,2025-11-01T19:20:32,COMPLETED,CARD,SUCCESS,322.3,32.23,0,29.09,0,379.18,0,TRUE,3,2,DINNER,TRUE,TRUE
ORD16769,crust-crumble-001,CUST5099,ZOMATO,DELIVERY,2025-11-02T19:37:31,COMPLETED,CASH,SUCCESS,496.98,49.7,74,46.89,20.16,584.68,23,FALSE,5,2,DINNER,TRUE,FALSE
ORD16770,burger-blvd-001,CUST5393,WEBSITE,DELIVERY,2025-11-02T21:37:06,COMPLETED,WALLET,SUCCESS,474.14,47.41,72,56.29,68.21,557.81,28,TRUE,3,3,DINNER,TRUE,FALSE
ORD16771,noodle-nation-001,CUST5378,ZOMATO,DELIVERY,2025-11-02T19:57:20,CANCELLED,CARD,FAILED,295.46,29.55,54,69.16,70.08,347.59,26,TRUE,,5,DINNER,TRUE,FALSE
ORD16772,bean-brew-001,CUST5443,TAKEAWAY,DINE_IN,2025-11-02T06:26:51,COMPLETED,CASH,SUCCESS,397.4,39.74,0,33.61,0,467.53,0,TRUE,4,3,BREAKFAST,TRUE,FALSE
ORD16773,sweet-delights-002,CUST5276,DINE_IN,DINE_IN,2025-11-02T20:03:00,COMPLETED,WALLET,SUCCESS,468.44,46.84,0,6.92,0,551.11,0,TRUE,5,5,DINNER,TRUE,FALSE
ORD16774,sweet-delights-002,CUST5367,DINE_IN,DINE_IN,2025-11-02T18:25:40,COMPLETED,UPI,SUCCESS,85,8.5,0,13.11,0,100,0,TRUE,5,3,SNACK,TRUE,FALSE
ORD16775,sweet-delights-002,CUST5280,DRIVE_THRU,TAKEAWAY,2025-11-02T09:53:14,COMPLETED,UPI,SUCCESS,520.98,52.1,0,31.26,0,612.92,0,TRUE,5,4,BREAKFAST,TRUE,FALSE
ORD16776,sweet-delights-002,CUST5391,WEBSITE,DELIVERY,2025-11-02T23:28:46,COMPLETED,WALLET,SUCCESS,446.95,44.7,62,87.54,35.97,525.83,27,TRUE,4,2,LATE_NIGHT,TRUE,FALSE
ORD16777,burger-blvd-001,CUST5450,SWIGGY,DELIVERY,2025-11-02T19:32:05,COMPLETED,WALLET,SUCCESS,248.33,24.83,72,29.42,90.87,292.15,43,TRUE,5,1,DINNER,TRUE,FALSE
ORD16778,sweet-delights-001,CUST5340,DINE_IN,DINE_IN,2025-11-02T05:07:00,COMPLETED,WALLET,SUCCESS,429.15,42.91,0,18.72,0,504.88,0,TRUE,5,6,LATE_NIGHT,TRUE,FALSE
ORD16779,bean-brew-001,CUST5098,DINE_IN,DINE_IN,2025-11-02T14:27:04,COMPLETED,CASH,SUCCESS,291.59,29.16,0,33.17,0,343.04,0,TRUE,5,6,LUNCH,TRUE,FALSE
ORD16780,burger-blvd-001,CUST5045,SWIGGY,DELIVERY,2025-11-02T21:30:40,COMPLETED,UPI,SUCCESS,503.89,50.39,47,80.48,10.52,592.81,16,TRUE,5,1,DINNER,TRUE,FALSE
ORD16781,sweet-delights-001,CUST5196,ZOMATO,DELIVERY,2025-11-02T12:56:52,COMPLETED,CARD,SUCCESS,512.55,51.26,33,106.81,71.85,603.01,22,TRUE,3,6,LUNCH,TRUE,FALSE
ORD16782,burger-blvd-001,CUST5207,SWIGGY,DELIVERY,2025-11-02T19:52:35,COMPLETED,CARD,SUCCESS,593.42,59.34,30,11.82,75.4,698.14,25,TRUE,5,3,DINNER,TRUE,FALSE
ORD16783,noodle-nation-001,CUST5220,DUNZO,DELIVERY,2025-11-02T20:22:42,COMPLETED,CARD,SUCCESS,265.03,26.5,67,9.94,79.11,311.8,32,TRUE,5,2,DINNER,TRUE,FALSE
ORD16784,sweet-delights-002,CUST5009,WEBSITE,DELIVERY,2025-11-02T09:15:41,COMPLETED,CASH,SUCCESS,341.05,34.1,50,32.18,56.59,401.23,42,TRUE,5,1,BREAKFAST,TRUE,FALSE
ORD16785,bean-brew-001,CUST5473,TAKEAWAY,DINE_IN,2025-11-02T09:23:57,COMPLETED,CARD,SUCCESS,214.43,21.44,0,39.9,0,252.27,0,TRUE,4,4,BREAKFAST,TRUE,FALSE
ORD16786,crust-crumble-001,CUST5446,DRIVE_THRU,TAKEAWAY,2025-11-02T20:58:25,COMPLETED,UPI,SUCCESS,758.05,75.8,0,58.67,0,891.82,0,TRUE,4,3,DINNER,TRUE,FALSE
ORD16787,sweet-delights-002,CUST5153,SWIGGY,DELIVERY,2025-11-02T09:18:32,CANCELLED,UPI,FAILED,317.85,31.78,41,55.41,64.81,373.94,47,TRUE,,2,BREAKFAST,TRUE,FALSE
ORD16788,sweet-delights-002,CUST5358,WEBSITE,DELIVERY,2025-11-02T13:14:33,COMPLETED,WALLET,SUCCESS,354.26,35.43,57,10.74,52.31,416.77,49,TRUE,5,2,LUNCH,TRUE,FALSE
ORD16789,bean-brew-001,CUST5035,DINE_IN,DINE_IN,2025-11-02T13:08:24,CANCELLED,WALLET,FAILED,467.51,46.75,0,67.82,0,550.02,0,TRUE,,2,LUNCH,TRUE,FALSE
ORD16790,bean-brew-001,CUST5048,DINE_IN,DINE_IN,2025-11-02T13:46:45,COMPLETED,WALLET,SUCCESS,85.24,8.52,0,14.39,0,100.29,0,FALSE,3,2,LUNCH,TRUE,FALSE
ORD16791,sweet-delights-002,CUST5006,DRIVE_THRU,TAKEAWAY,2025-11-02T08:22:29,COMPLETED,WALLET,SUCCESS,414.57,41.46,0,38.47,0,487.73,0,FALSE,5,5,BREAKFAST,TRUE,FALSE
ORD16792,bean-brew-001,CUST5461,DINE_IN,DINE_IN,2025-11-02T01:42:20,COMPLETED,CARD,SUCCESS,352.11,35.21,0,38.18,0,414.25,0,TRUE,5,3,LATE_NIGHT,TRUE,FALSE
ORD16793,sweet-delights-002,CUST5013,DINE_IN,DINE_IN,2025-11-02T10:02:57,COMPLETED,WALLET,SUCCESS,456.83,45.68,0,83.64,0,537.45,0,TRUE,5,2,BREAKFAST,TRUE,FALSE
ORD16794,noodle-nation-001,CUST5097,SWIGGY,DELIVERY,2025-11-02T19:12:41,COMPLETED,CARD,SUCCESS,296.48,29.65,45,62.1,30.16,348.8,32,FALSE,4,4,DINNER,TRUE,FALSE
ORD16795,noodle-nation-001,CUST5341,SWIGGY,DELIVERY,2025-11-02T20:49:18,COMPLETED,CASH,SUCCESS,456.39,45.64,57,56.91,55.01,536.93,43,TRUE,5,5,DINNER,TRUE,FALSE
ORD16796,noodle-nation-001,CUST5418,DUNZO,DELIVERY,2025-11-02T19:28:15,COMPLETED,CASH,SUCCESS,164.41,16.44,46,34.53,10.27,193.42,24,TRUE,5,3,DINNER,TRUE,FALSE
ORD16797,sweet-delights-002,CUST5117,ZOMATO,DELIVERY,2025-11-02T17:29:56,COMPLETED,WALLET,SUCCESS,348.32,34.83,45,18.97,67.44,409.78,50,TRUE,5,4,SNACK,TRUE,FALSE
ORD16798,burger-blvd-001,CUST5431,DRIVE_THRU,TAKEAWAY,2025-11-02T14:51:40,COMPLETED,CARD,SUCCESS,402.87,40.29,0,99.02,0,473.97,0,TRUE,3,1,LUNCH,TRUE,FALSE
ORD16799,sweet-delights-002,CUST5142,WEBSITE,DELIVERY,2025-11-02T09:21:49,CANCELLED,CARD,FAILED,168.11,16.81,78,9.16,56.09,197.77,46,TRUE,,5,BREAKFAST,TRUE,FALSE
ORD16800,bean-brew-001,CUST5365,TAKEAWAY,DINE_IN,2025-11-02T10:28:38,COMPLETED,UPI,SUCCESS,298.14,29.81,0,62.05,0,350.75,0,FALSE,4,6,BREAKFAST,TRUE,FALSE
ORD16801,noodle-nation-001,CUST5393,DUNZO,DELIVERY,2025-11-02T13:08:12,COMPLETED,CASH,SUCCESS,218.4,21.84,52,40.45,30.24,256.94,33,TRUE,5,6,LUNCH,TRUE,FALSE
ORD16802,bean-brew-001,CUST5309,DINE_IN,DINE_IN,2025-11-02T20:36:52,COMPLETED,CASH,SUCCESS,219.03,21.9,0,0.17,0,257.68,0,FALSE,5,4,DINNER,TRUE,FALSE
ORD16803,sweet-delights-001,CUST5027,WEBSITE,DELIVERY,2025-11-02T20:31:07,COMPLETED,WALLET,SUCCESS,89.08,8.91,48,13.58,66.81,104.8,30,TRUE,4,1,DINNER,TRUE,FALSE
ORD16804,crust-crumble-001,CUST5443,SWIGGY,DELIVERY,2025-11-02T12:12:27,CANCELLED,WALLET,FAILED,468.87,46.89,46,12.23,94.01,551.61,44,TRUE,,1,LUNCH,TRUE,FALSE
ORD16805,bean-brew-001,CUST5346,TAKEAWAY,DINE_IN,2025-11-02T01:17:00,COMPLETED,WALLET,SUCCESS,453.49,45.35,0,18.59,0,533.52,0,TRUE,5,5,LATE_NIGHT,TRUE,FALSE
ORD16806,noodle-nation-001,CUST5114,SWIGGY,DELIVERY,2025-11-02T20:05:56,COMPLETED,WALLET,SUCCESS,517.08,51.71,36,48.11,86.77,608.32,43,TRUE,5,6,DINNER,TRUE,FALSE
ORD16807,golden-spoon-001,CUST5036,RESERVATION,DINE_IN,2025-11-02T19:04:43,COMPLETED,WALLET,SUCCESS,6498.46,649.85,0,755.6,0,7645.25,0,TRUE,5,5,DINNER,TRUE,FALSE
ORD16808,golden-spoon-001,CUST5245,DINE_IN,DINE_IN,2025-11-02T22:00:17,CANCELLED,CARD,FAILED,5399.52,539.95,0,772.49,0,6352.38,0,TRUE,,6,DINNER,TRUE,FALSE
ORD16809,sweet-delights-001,CUST5374,DRIVE_THRU,TAKEAWAY,2025-11-02T21:30:51,CANCELLED,UPI,FAILED,459.52,45.95,0,63.22,0,540.61,0,TRUE,,1,DINNER,TRUE,FALSE
ORD16810,sweet-delights-002,CUST5325,SWIGGY,DELIVERY,2025-11-02T19:11:05,COMPLETED,UPI,SUCCESS,524.1,52.41,67,84.88,12.91,616.59,27,TRUE,5,5,DINNER,TRUE,FALSE
ORD16811,golden-spoon-001,CUST5349,RESERVATION,DINE_IN,2025-11-02T20:24:06,COMPLETED,UPI,SUCCESS,8021.06,802.11,0,477.1,0,9436.54,0,FALSE,5,5,DINNER,TRUE,FALSE
ORD16812,crust-crumble-001,CUST5432,SWIGGY,DELIVERY,2025-11-02T13:57:45,COMPLETED,CASH,SUCCESS,332.07,33.21,56,69.35,41.09,390.67,35,TRUE,4,2,LUNCH,TRUE,FALSE
ORD16813,sweet-delights-002,CUST5218,ZOMATO,DELIVERY,2025-11-02T12:51:11,COMPLETED,CASH,SUCCESS,177.22,17.72,53,26.01,47.35,208.49,20,TRUE,5,3,LUNCH,TRUE,FALSE
ORD16814,bean-brew-001,CUST5134,DINE_IN,DINE_IN,2025-11-02T20:41:26,COMPLETED,WALLET,SUCCESS,305.55,30.56,0,52.73,0,359.47,0,TRUE,4,2,DINNER,TRUE,FALSE
ORD16815,sweet-delights-002,CUST5047,DINE_IN,DINE_IN,2025-11-02T08:14:32,COMPLETED,UPI,SUCCESS,293.66,29.37,0,29.34,0,345.49,0,TRUE,4,2,BREAKFAST,TRUE,FALSE
ORD16816,crust-crumble-001,CUST5316,DINE_IN,DINE_IN,2025-11-02T19:28:59,COMPLETED,CASH,SUCCESS,750.52,75.05,0,61.09,0,882.97,0,TRUE,4,5,DINNER,TRUE,FALSE
ORD16817,sweet-delights-001,CUST5457,WEBSITE,DELIVERY,2025-11-02T19:04:36,COMPLETED,WALLET,SUCCESS,499.56,49.96,44,49.66,51.49,587.71,42,FALSE,5,2,DINNER,TRUE,FALSE
ORD16818,bean-brew-001,CUST5208,TAKEAWAY,DINE_IN,2025-11-02T08:54:51,COMPLETED,UPI,SUCCESS,226.42,22.64,0,27.48,0,266.37,0,TRUE,4,6,BREAKFAST,TRUE,FALSE
ORD16819,sweet-delights-002,CUST5161,DINE_IN,DINE_IN,2025-11-02T08:16:04,COMPLETED,CASH,SUCCESS,273.73,27.37,0,18.75,0,322.04,0,FALSE,5,6,BREAKFAST,TRUE,FALSE
ORD16820,burger-blvd-001,CUST5174,SWIGGY,DELIVERY,2025-11-02T13:17:49,COMPLETED,UPI,SUCCESS,214.52,21.45,43,18.56,12.21,252.37,31,TRUE,5,1,LUNCH,TRUE,FALSE
ORD16821,sweet-delights-001,CUST5131,DRIVE_THRU,TAKEAWAY,2025-11-02T17:22:47,COMPLETED,WALLET,SUCCESS,296.26,29.63,0,2.91,0,348.54,0,TRUE,4,6,SNACK,TRUE,FALSE
ORD16822,burger-blvd-001,CUST5028,DINE_IN,DINE_IN,2025-11-02T17:38:09,COMPLETED,CARD,SUCCESS,221.39,22.14,0,20.15,0,260.46,0,TRUE,4,6,SNACK,TRUE,FALSE
ORD16823,sweet-delights-001,CUST5019,SWIGGY,DELIVERY,2025-11-02T20:58:29,COMPLETED,CARD,SUCCESS,245.28,24.53,49,37.91,62.46,288.57,42,TRUE,5,1,DINNER,TRUE,FALSE
ORD16824,bean-brew-001,CUST5037,DINE_IN,DINE_IN,2025-11-02T08:48:15,COMPLETED,UPI,SUCCESS,185.82,18.58,0,33.05,0,218.62,0,TRUE,5,4,BREAKFAST,TRUE,FALSE
ORD16825,crust-crumble-001,CUST5248,SWIGGY,DELIVERY,2025-11-02T20:41:01,CANCELLED,CARD,FAILED,534.54,53.45,36,132.81,87.29,628.87,24,TRUE,,2,DINNER,TRUE,FALSE
ORD16826,bean-brew-001,CUST5274,DINE_IN,DINE_IN,2025-11-02T12:52:51,COMPLETED,CARD,SUCCESS,340.7,34.07,0,49.62,0,400.83,0,TRUE,3,6,LUNCH,TRUE,FALSE
ORD16827,bean-brew-001,CUST5005,DINE_IN,DINE_IN,2025-11-02T13:55:35,COMPLETED,UPI,SUCCESS,257.06,25.71,0,47.99,0,302.42,0,TRUE,5,2,LUNCH,TRUE,FALSE
ORD16828,burger-blvd-001,CUST5017,ZOMATO,DELIVERY,2025-11-02T21:44:55,COMPLETED,CARD,SUCCESS,619.18,61.92,66,115.05,22.6,728.44,15,TRUE,5,1,DINNER,TRUE,FALSE
ORD16829,golden-spoon-001,CUST5483,RESERVATION,DINE_IN,2025-11-02T19:27:11,COMPLETED,CARD,SUCCESS,2624.38,262.44,0,73.93,0,3087.51,0,TRUE,4,1,DINNER,TRUE,FALSE
ORD16830,sweet-delights-001,CUST5116,WEBSITE,DELIVERY,2025-11-02T12:17:23,COMPLETED,UPI,SUCCESS,176.51,17.65,66,3.94,50.51,207.65,42,TRUE,4,5,LUNCH,TRUE,FALSE
ORD16831,golden-spoon-001,CUST5431,RESERVATION,DINE_IN,2025-11-02T20:31:39,COMPLETED,CARD,SUCCESS,5804.78,580.48,0,685.47,0,6829.15,0,TRUE,4,5,DINNER,TRUE,FALSE
ORD16832,crust-crumble-001,CUST5131,DRIVE_THRU,TAKEAWAY,2025-11-02T21:14:45,COMPLETED,CARD,SUCCESS,497.61,49.76,0,30.96,0,585.42,0,TRUE,4,3,DINNER,TRUE,FALSE
ORD16833,crust-crumble-001,CUST5271,ZOMATO,DELIVERY,2025-11-02T21:13:05,COMPLETED,WALLET,SUCCESS,929.04,92.9,57,38.92,77.9,1092.99,23,TRUE,5,5,DINNER,TRUE,FALSE
ORD16834,golden-spoon-001,CUST5378,RESERVATION,DINE_IN,2025-11-02T21:22:44,COMPLETED,UPI,SUCCESS,6993.54,699.35,0,1256.64,0,8227.7,0,TRUE,4,2,DINNER,TRUE,FALSE
ORD16835,bean-brew-001,CUST5265,TAKEAWAY,DINE_IN,2025-11-02T11:06:17,COMPLETED,WALLET,SUCCESS,204.77,20.48,0,4.61,0,240.9,0,TRUE,5,3,LUNCH,TRUE,FALSE
ORD16836,burger-blvd-001,CUST5180,DRIVE_THRU,TAKEAWAY,2025-11-02T13:34:42,COMPLETED,CARD,SUCCESS,418.07,41.81,0,8.1,0,491.84,0,TRUE,4,5,LUNCH,TRUE,FALSE
ORD16837,bean-brew-001,CUST5299,DINE_IN,DINE_IN,2025-11-02T10:18:24,COMPLETED,WALLET,SUCCESS,366.29,36.63,0,36.64,0,430.92,0,TRUE,5,5,BREAKFAST,TRUE,FALSE
ORD16838,sweet-delights-001,CUST5237,ZOMATO,DELIVERY,2025-11-02T13:38:31,COMPLETED,WALLET,SUCCESS,296.01,29.6,57,63.14,35.64,348.24,29,TRUE,5,1,LUNCH,TRUE,FALSE
ORD16839,sweet-delights-002,CUST5367,ZOMATO,DELIVERY,2025-11-02T21:45:10,COMPLETED,WALLET,SUCCESS,450.1,45.01,46,17.86,48.95,529.53,50,TRUE,5,6,DINNER,TRUE,FALSE
ORD16840,noodle-nation-001,CUST5456,SWIGGY,DELIVERY,2025-11-02T20:25:32,COMPLETED,CARD,SUCCESS,356.13,35.61,51,22.38,36.42,418.98,48,FALSE,5,2,DINNER,TRUE,FALSE
ORD16841,crust-crumble-001,CUST5296,WEBSITE,DELIVERY,2025-11-02T14:52:34,COMPLETED,CASH,SUCCESS,717.96,71.8,69,1.33,33.23,844.65,20,FALSE,3,6,LUNCH,TRUE,FALSE
ORD16842,sweet-delights-002,CUST5210,DINE_IN,DINE_IN,2025-11-02T20:27:19,COMPLETED,CASH,SUCCESS,305.39,30.54,0,5.95,0,359.28,0,FALSE,4,6,DINNER,TRUE,FALSE
ORD16843,bean-brew-001,CUST5218,TAKEAWAY,DINE_IN,2025-11-02T09:37:19,COMPLETED,CASH,SUCCESS,422.52,42.25,0,40.85,0,497.09,0,TRUE,4,3,BREAKFAST,TRUE,FALSE
ORD16844,sweet-delights-002,CUST5485,ZOMATO,DELIVERY,2025-11-02T17:48:22,CANCELLED,CASH,FAILED,300.08,30.01,45,47.42,34.13,353.03,49,TRUE,,6,SNACK,TRUE,FALSE
ORD16845,crust-crumble-001,CUST5074,SWIGGY,DELIVERY,2025-11-02T12:17:46,CANCELLED,WALLET,FAILED,699.14,69.91,67,64.5,92.72,822.52,45,TRUE,,5,LUNCH,TRUE,FALSE
ORD16846,crust-crumble-001,CUST5392,WEBSITE,DELIVERY,2025-11-02T19:59:51,COMPLETED,CASH,SUCCESS,776.06,77.61,75,105.49,20.88,913.02,43,TRUE,5,1,DINNER,TRUE,FALSE
ORD16847,bean-brew-001,CUST5106,DINE_IN,DINE_IN,2025-11-02T19:58:27,COMPLETED,UPI,SUCCESS,544.53,54.45,0,107.78,0,640.63,0,TRUE,5,1,DINNER,TRUE,FALSE
ORD16848,sweet-delights-002,CUST5193,ZOMATO,DELIVERY,2025-11-02T13:45:27,COMPLETED,WALLET,SUCCESS,393.06,39.31,49,19.18,84.95,462.43,22,TRUE,5,6,LUNCH,TRUE,FALSE
ORD16849,crust-crumble-001,CUST5437,DRIVE_THRU,TAKEAWAY,2025-11-02T20:39:55,COMPLETED,CASH,SUCCESS,626.82,62.68,0,25.86,0,737.44,0,TRUE,5,2,DINNER,TRUE,FALSE
ORD16850,crust-crumble-001,CUST5474,ZOMATO,DELIVERY,2025-11-02T22:27:07,COMPLETED,UPI,SUCCESS,472.53,47.25,78,80.9,71.05,555.91,35,FALSE,5,6,DINNER,TRUE,FALSE
ORD16851,noodle-nation-001,CUST5334,SWIGGY,DELIVERY,2025-11-02T23:35:08,COMPLETED,WALLET,SUCCESS,397.23,39.72,33,50.52,11.92,467.33,47,TRUE,5,1,LATE_NIGHT,TRUE,FALSE
ORD16852,burger-blvd-001,CUST5408,ZOMATO,DELIVERY,2025-11-02T18:38:32,COMPLETED,CARD,SUCCESS,229.22,22.92,32,33.25,21.64,269.67,22,TRUE,5,6,SNACK,TRUE,FALSE
ORD16853,bean-brew-001,CUST5166,DINE_IN,DINE_IN,2025-11-02T07:41:45,COMPLETED,CASH,SUCCESS,326.69,32.67,0,15.97,0,384.34,0,TRUE,4,4,BREAKFAST,TRUE,FALSE
ORD16854,sweet-delights-001,CUST5318,ZOMATO,DELIVERY,2025-11-02T08:31:36,COMPLETED,CARD,SUCCESS,192.86,19.29,76,7.56,87.88,226.9,15,TRUE,5,1,BREAKFAST,TRUE,FALSE
ORD16855,sweet-delights-001,CUST5403,SWIGGY,DELIVERY,2025-11-02T20:20:05,COMPLETED,CARD,SUCCESS,462.54,46.25,40,55.41,60.53,544.16,38,FALSE,5,2,DINNER,TRUE,FALSE
ORD16856,burger-blvd-001,CUST5151,DRIVE_THRU,TAKEAWAY,2025-11-02T14:36:50,COMPLETED,CASH,SUCCESS,360.23,36.02,0,22.3,0,423.81,0,TRUE,5,3,LUNCH,TRUE,FALSE
ORD16857,sweet-delights-001,CUST5261,ZOMATO,DELIVERY,2025-11-02T13:10:27,COMPLETED,WALLET,SUCCESS,274.57,27.46,40,20.57,59.59,323.03,45,TRUE,4,4,LUNCH,TRUE,FALSE
ORD16858,sweet-delights-002,CUST5391,DRIVE_THRU,TAKEAWAY,2025-11-02T09:00:14,COMPLETED,CASH,SUCCESS,530.92,53.09,0,65.13,0,624.62,0,TRUE,5,1,BREAKFAST,TRUE,FALSE
ORD16859,burger-blvd-001,CUST5129,DINE_IN,DINE_IN,2025-11-02T20:57:24,COMPLETED,UPI,SUCCESS,313.04,31.3,0,22.98,0,368.28,0,TRUE,5,3,DINNER,TRUE,FALSE
ORD16860,sweet-delights-002,CUST5487,SWIGGY,DELIVERY,2025-11-02T13:52:36,COMPLETED,CARD,SUCCESS,220.87,22.09,50,6.46,42.23,259.84,23,FALSE,4,2,LUNCH,TRUE,FALSE
ORD16861,sweet-delights-001,CUST5411,SWIGGY,DELIVERY,2025-11-02T10:58:24,CANCELLED,CASH,FAILED,121.23,12.12,67,18.89,51.1,142.62,32,TRUE,,3,BREAKFAST,TRUE,FALSE
ORD16862,sweet-delights-002,CUST5466,SWIGGY,DELIVERY,2025-11-02T00:06:49,COMPLETED,CASH,SUCCESS,214.95,21.5,67,48.26,31.12,252.89,47,FALSE,5,4,LATE_NIGHT,TRUE,FALSE
ORD16863,sweet-delights-002,CUST5052,DINE_IN,DINE_IN,2025-11-02T19:15:30,CANCELLED,UPI,FAILED,704.75,70.48,0,118.6,0,829.12,0,TRUE,,5,DINNER,TRUE,FALSE
ORD16864,burger-blvd-001,CUST5370,DRIVE_THRU,TAKEAWAY,2025-11-02T20:09:20,COMPLETED,CARD,SUCCESS,445.7,44.57,0,56.4,0,524.35,0,TRUE,5,5,DINNER,TRUE,FALSE
ORD16865,noodle-nation-001,CUST5357,SWIGGY,DELIVERY,2025-11-02T20:48:14,CANCELLED,WALLET,FAILED,532.09,53.21,73,91.48,58.69,625.98,46,TRUE,,3,DINNER,TRUE,FALSE
ORD16866,noodle-nation-001,CUST5038,SWIGGY,DELIVERY,2025-11-02T13:21:19,CANCELLED,CASH,FAILED,351.32,35.13,74,66.98,40.58,413.32,46,TRUE,,4,LUNCH,TRUE,FALSE
ORD16867,sweet-delights-002,CUST5410,WEBSITE,DELIVERY,2025-11-02T08:50:37,COMPLETED,UPI,SUCCESS,277.42,27.74,33,3.08,98.64,326.38,18,TRUE,5,4,BREAKFAST,TRUE,FALSE
ORD16868,sweet-delights-002,CUST5165,WEBSITE,DELIVERY,2025-11-02T21:23:12,COMPLETED,WALLET,SUCCESS,298.63,29.86,52,46.59,20.3,351.33,26,TRUE,5,3,DINNER,TRUE,FALSE
ORD16869,crust-crumble-001,CUST5430,SWIGGY,DELIVERY,2025-11-02T14:17:00,COMPLETED,WALLET,SUCCESS,601.73,60.17,50,80.19,74.94,707.92,41,TRUE,4,5,LUNCH,TRUE,FALSE
ORD16870,sweet-delights-001,CUST5452,DINE_IN,DINE_IN,2025-11-02T13:52:59,COMPLETED,UPI,SUCCESS,163.89,16.39,0,22.21,0,192.81,0,FALSE,4,6,LUNCH,TRUE,FALSE
ORD16871,crust-crumble-001,CUST5072,DINE_IN,DINE_IN,2025-11-02T13:07:04,COMPLETED,UPI,SUCCESS,496.99,49.7,0,106.64,0,584.7,0,TRUE,5,5,LUNCH,TRUE,FALSE
ORD16872,noodle-nation-001,CUST5445,DUNZO,DELIVERY,2025-11-02T15:54:57,COMPLETED,UPI,SUCCESS,240.98,24.1,69,48.55,65.06,283.5,24,FALSE,5,3,LUNCH,TRUE,FALSE
ORD16873,burger-blvd-001,CUST5010,DINE_IN,DINE_IN,2025-11-02T12:20:42,COMPLETED,CARD,SUCCESS,437.88,43.79,0,52.09,0,515.15,0,FALSE,5,1,LUNCH,TRUE,FALSE
ORD16874,bean-brew-001,CUST5240,DINE_IN,DINE_IN,2025-11-02T20:41:24,COMPLETED,CARD,SUCCESS,420.03,42,0,12.6,0,494.15,0,TRUE,5,4,DINNER,TRUE,FALSE
ORD16875,bean-brew-001,CUST5108,DINE_IN,DINE_IN,2025-11-02T14:13:50,COMPLETED,UPI,SUCCESS,218.52,21.85,0,54.15,0,257.08,0,TRUE,5,2,LUNCH,TRUE,FALSE
ORD16876,sweet-delights-001,CUST5235,SWIGGY,DELIVERY,2025-11-02T12:36:34,COMPLETED,CARD,SUCCESS,258.11,25.81,30,57.89,32.32,303.66,26,TRUE,5,1,LUNCH,TRUE,FALSE
ORD16877,sweet-delights-002,CUST5134,ZOMATO,DELIVERY,2025-11-02T13:53:17,COMPLETED,CASH,SUCCESS,160.94,16.09,52,31.1,96.88,189.34,20,TRUE,4,1,LUNCH,TRUE,FALSE
ORD16878,sweet-delights-002,CUST5214,DRIVE_THRU,TAKEAWAY,2025-11-02T10:41:37,COMPLETED,UPI,SUCCESS,233.46,23.35,0,50.12,0,274.66,0,FALSE,3,4,BREAKFAST,TRUE,FALSE
ORD16879,crust-crumble-001,CUST5020,DINE_IN,DINE_IN,2025-11-02T20:38:07,COMPLETED,UPI,SUCCESS,470.08,47.01,0,47.09,0,553.04,0,TRUE,4,6,DINNER,TRUE,FALSE
